probability_bucket,decile,trade_count,avg_pred_prob,actual_win_rate,avg_realized_r,avg_trade_r,median_trade_r,avg_mfe_r,avg_mae_r,avg_giveback_r,profit_factor,expected_r_after_cost,avg_bars_held
"(0.0726, 0.193]","(0.0726, 0.193]",32,0.1457222797907889,0.625,0.7984797080887795,0.7984797080887795,0.8272006292553278,4.082599915047249,-2.409886817903065,3.2841202069584687,1.729904090036992,0.7619168938728076,24.03125
"(0.193, 0.232]","(0.193, 0.232]",31,0.2160226337371334,0.5161290322580645,0.07130648297866786,0.07130648297866786,0.1062432520469988,3.9444719966050896,-4.222721298561052,3.8731655136264207,1.0331294309030499,0.02600892357618645,24.29032258064516
"(0.232, 0.265]","(0.232, 0.265]",31,0.24811668165268436,0.6451612903225806,-0.1176564333066508,-0.1176564333066508,0.8067776735763152,3.150361422041125,-2.7049057503169807,3.2680178553477757,0.9141393015937886,-0.1565218333575072,24.129032258064516
"(0.265, 0.591]","(0.265, 0.591]",31,0.2878002187898082,0.5483870967741935,0.7326806614600017,0.7326806614600017,1.078332155673431,3.4228814489542385,-3.1495829740615253,2.6902007874942364,1.553192226714975,0.6873749480724921,24.06451612903226
"(0.591, 0.689]","(0.591, 0.689]",32,0.6776149403303862,0.46875,-0.38074632123150176,-0.38074632123150176,-0.1912421377905505,2.46241583963962,-3.321277984122153,2.8431621608711217,0.7572586927034354,-0.42011429933554656,24.0
"(0.689, 0.714]","(0.689, 0.714]",31,0.7029231075317629,0.6774193548387096,1.1416260799422229,1.1416260799422229,1.8574051095826651,3.5202526813162573,-2.133593152076753,2.3786266013740343,2.491423292197253,1.1044819059827051,24.096774193548388
"(0.714, 0.74]","(0.714, 0.74]",31,0.7274602113231536,0.4838709677419355,-0.14206574957081058,-0.14206574957081058,-0.18958013476225014,2.4348841684570472,-3.1561017350994875,2.576949918027858,0.8938997584421159,-0.17566157132977797,24.0
"(0.74, 0.777]","(0.74, 0.777]",31,0.7547373829349395,0.4838709677419355,0.8645045024883404,0.8645045024883404,-0.23252223729663735,3.3382527584031614,-2.30225209128166,2.4737482559148214,1.9920244477774904,0.8201298871394912,24.258064516129032
"(0.777, 0.812]","(0.777, 0.812]",31,0.7929035617459205,0.41935483870967744,-0.20538251590821693,-0.20538251590821693,-0.26965322986383633,2.5544180713590676,-2.810786375341798,2.7598005872672844,0.8542995088039251,-0.2448606283179739,24.06451612903226
"(0.812, 0.976]","(0.812, 0.976]",32,0.8539051748812199,0.625,1.5837574049044003,1.5837574049044003,0.6567061431237504,3.98225191119804,-2.510078234526074,2.3984945062936394,3.385733214345929,1.5401936564083627,24.09375
