fold,cumulative_return,annualized_return,annualized_vol,sharpe,sortino,calmar,max_drawdown,profit_factor,hit_rate,avg_turnover,total_turnover,gross_pnl,net_pnl,total_cost,cost_drag,cost_to_gross_pnl,trade_count,trade_rate
0,0.008070949808897998,0.03267674783788199,0.3019310704004138,0.10822585365112265,0.15170358008099047,0.29566649173550597,-0.11051894195407708,1.0142795273883347,0.4889807162534435,0.013242009132420091,58.0,0.025242114704862817,0.019442114704862866,0.0058000000000000005,0.005799999999999951,0.229774726397335,57.0,0.013013698630136987
1,0.1922881233726803,1.0208071578502151,0.4898955960506958,2.0837238915382676,3.2267473319757185,7.115704341662478,-0.14345834352242337,1.0977283948624617,0.4946808510638298,0.0136986301369863,60.0,0.21167199848020346,0.20567199848020346,0.006,0.006000000000000005,0.02834574267300239,60.0,0.0136986301369863
2,0.3626058964219636,2.447315687901297,0.3674027337155055,6.6611254172004895,11.62938445737544,35.59527355042158,-0.06875395084222669,1.255520132808331,0.4918851435705368,0.014611872146118721,64.0,0.33245853562679906,0.32605853562679904,0.006400000000000001,0.006400000000000017,0.019250520934689774,64.0,0.014611872146118721
3,0.23911034647697238,1.3574361193824784,0.262165357592367,5.177786004408389,8.102771386746573,13.083294340692955,-0.10375338840772286,1.228480527413209,0.49056603773584906,0.015525114155251141,68.0,0.2297789493961847,0.22297894939618473,0.0068000000000000005,0.006799999999999973,0.029593659549184574,67.0,0.015296803652968037
4,0.05545486961256452,0.24096253965116143,0.15652128196126497,1.5394873887551823,2.270043224801104,5.7626613802883355,-0.04181445407765827,1.0892718251465943,0.5,0.011643835616438357,51.0,0.062131966578704456,0.05703196657870446,0.0051,0.005099999999999993,0.08208335066200866,50.0,0.01141552511415525
5,-0.10390475544264588,-0.3552123799895758,0.13506653960943815,-2.629906570618578,-3.262574968068612,-2.5624837257094764,-0.1386203457316506,0.8149385289040952,0.47086614173228347,0.01141552511415525,50.0,-0.10241926408551083,-0.10741926408551082,0.005000000000000001,0.0049999999999999906,0.04881894089597688,50.0,0.01141552511415525
6,-0.08138461019701426,-0.2879100311140641,0.15434116933253916,-1.8654130479842432,-2.414790144092472,-2.869149956991028,-0.10034680495264348,0.8815355972103304,0.4716666666666667,0.010958904109589041,48.0,-0.07710181398493776,-0.08190181398493776,0.0048000000000000004,0.004799999999999999,0.06225534461404118,48.0,0.010958904109589041
7,0.06247870326567462,0.274327145791061,0.15982151080673013,1.7164594703575347,2.568265734302462,5.414663647614057,-0.05066374638283244,1.120382988298121,0.489247311827957,0.00684931506849315,30.0,0.06679519229048325,0.06379519229048326,0.003,0.002999999999999989,0.04491341213531366,30.0,0.00684931506849315
8,0.054145272004081146,0.234814898870634,0.21623749881295484,1.0859120187740823,1.5872736427579217,4.237427221844687,-0.05541449718832259,1.0787843516682751,0.49528301886792453,0.007762557077625571,34.0,0.061968928919795774,0.058568928919795774,0.0034000000000000002,0.0034000000000000002,0.05486620568189103,34.0,0.007762557077625571
9,0.30653434576173577,1.913958237604116,0.2808719119464209,6.81434545854205,13.539515464160173,30.01043309860905,-0.06377642839459141,1.4485845711990917,0.518796992481203,0.0073059360730593605,32.0,0.28024655585246316,0.2770465558524632,0.0032,0.0031999999999999806,0.011418516778078272,32.0,0.0073059360730593605
